id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,PROVINCE,Island,latitude,longitude,geom_wkt,priogrid_gid,country,iso3,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
"205301",PHI-2015-1-217-91,"2015",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""PNA (Philippines News Agency),2015-12-08,Security guard killed in NPA attacks in South Cotabato town""",PNA (Philippines News Agency),12/8/15,Security guard killed in NPA attacks in South Cotabato town,Military,"2",Lamfugon village,"Sitio Lamsuging, Barangay Lamfugon in Lake Sebu, South cotabato",South Cotabato province,Lake Sebu municipality,South Cotabato,Mindanao,6.238531,124.647336,POINT (124.6473368821 6.2385312023131),"138850",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"0","0","0","0","0","1","0","840",
"205333",PHI-2015-1-217-95,"2015",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""PNA (Philippines News Agency),2015-12-13,3 killed, 14 wounded in NPA landmine attack in Compostela Valley""",PNA (Philippines News Agency),12/13/15,"3 killed, 14 wounded in NPA landmine attack in Compostela Valley",Military,"2",Cabuyuan village,"Kilometer 11, Barangay Cabuyoan, Mabini, Compostela Valley",Compostela Valley province,Mabini municipality,Davao de Oro,Mindanao,7.310997,125.92819,POINT (125.92819023132 7.3109972615174),"140292",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"2","0","1","0","3","3","3","840",
"206333",PHI-2015-1-217-97,"2015",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""PNA (Philippines News Agency),2015-12-17,Rebels killed, government troops wounded in Surigao firefight""",PNA (Philippines News Agency),12/17/15,"Rebels killed, government troops wounded in Surigao firefight",Military,"1",Diatagon village,"Diatagon, Surigao Del Sur",Surigao del Sur province,Lianga municipality,Surigao del Sur,Mindanao,8.658742,126.113662,POINT (126.11366271973 8.65874265164),"142453",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"0","1","0","0","1","1","1","840",
"216913",PHI-2016-1-217-1,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""PNA (Philippines News Agency),2016-01-14,Suspected NPA rebel killed, another captured in Bukidnon""",PNA (Philippines News Agency),1/14/16,"Suspected NPA rebel killed, another captured in Bukidnon",military,"2",Cagawasan village,"Barangay Kagawasan, Kibawe town, Bukidnon province",Bukidnon province,Kibawe municipality,Bukidnon,Mindanao,7.490833,125.041388,POINT (125.0413889 7.4908333),"140291",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"0","1","0","0","1","1","1","840",
"216915",PHI-2016-1-217-2,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""PNA (Philippines News Agency),2016-01-16,1 killed as armed group harassed a CAFGU patrol base in Agusan del Norte""",PNA (Philippines News Agency),1/16/16,1 killed as armed group harassed a CAFGU patrol base in Agusan del Norte,police,"3",Carmen municipality,"a hinter village of a border municipality between the provinces of Agusan del Norte and Misamis Oriental, Agusan del Norte (Carmen muni?)",Agusan del Norte province,Carmen municipality,Agusan del Norte,Mindanao,9,125.25,POINT (125.25 9),"143171",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"1","0","0","0","1","1","1","840",
"216918",PHI-2016-1-217-4,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""PNA (Philippines News Agency),2016-01-19,Rebel killed, 5 soldier wounded in separate incidents in Compostela Valley""",PNA (Philippines News Agency),1/19/16,"Rebel killed, 5 soldier wounded in separate incidents in Compostela Valley",military,"2",Pagsabangan village,"Sitio Mainit, Pagsabangan, New Bataan",Compostela Valley province,New Bataan municipality,Davao de Oro,Mindanao,7.6227,126.1787,POINT (126.1787 7.6227),"141013",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"0","1","0","0","1","1","1","840",
"216920",PHI-2016-1-217-5,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""PNA (Philippines News Agency),2016-01-21,NPA rebel dies, 2 wounded in Zambo Sur clash""",PNA (Philippines News Agency),1/21/16,"NPA rebel dies, 2 wounded in Zambo Sur clash",military,"2",Tiguha village,"Purok 2, Barangay Tiguha, Lapuyan",Zamboanga del Sur province,Lapuyan municipality,Zamboanga del Sur,Mindanao,7.758333,123.223888,POINT (123.2238889 7.7583333),"141007",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"0","0","0","0","0","1","0","840",
"216924",PHI-2016-1-217-8,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""PNA (Philippines News Agency),2016-01-28,Female rebel killed, rifle seized in Davao Oriental clash""",PNA (Philippines News Agency),1/28/16,"Female rebel killed, rifle seized in Davao Oriental clash",military,"2",Datu Danwata village,"Sitio Tinungkaan, Barangay Datu Danwata in Malita, Davao Occidental",Davao del Sur province,Malita municipality,Davao del Sur,Mindanao,6.287222,125.504166,POINT (125.5041667 6.2872222),"138852",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"0","1","0","0","1","1","1","840",
"216928",PHI-2016-1-217-10,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""Xinhua News Agency,2016-02-04,Three soldiers killed in S. Philippine clashes""",Xinhua News Agency,2/4/16,Three soldiers killed in S. Philippine clashes,military,"2",Tibagon village,"Sitio Sapang Tin-aw, Tibagon village, Pantukan town, Compostela VAlley",Compostela Valley province,Pantukan municipality,Davao de Oro,Mindanao,7.246111,125.912777,POINT (125.9127778 7.2461111),"140292",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"2","0","0","0","2","2","2","840",
"216929",PHI-2016-1-217-11,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""Xinhua News Agency,2016-02-04,Three soldiers killed in S. Philippine clashes""",Xinhua News Agency,2/4/16,Three soldiers killed in S. Philippine clashes,military,"2",Napnapan village,"Sitio Biasong, Napnapan village, Pantukan town, Compostela Valley",Compostela Valley province,Pantukan municipality,Davao de Oro,Mindanao,7.138302,125.984424,POINT (125.98442459106 7.1383026982243996),"140292",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"1","0","0","0","1","1","1","840",
"216932",PHI-2016-1-217-12,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""PNA (Philippines News Agency),2016-02-08,North Cotabato guv condemns killing of provincial civil security chief, aide""",PNA (Philippines News Agency),2/8/16,"North Cotabato guv condemns killing of provincial civil security chief, aide",police,"1",Doroluman village,"the Catholic Church in Barangay Doruloman, Arakan, North Cotabato",Cotabato province,Arakan municipality,Cotabato,Mindanao,7.347222,125.092222,POINT (125.0922222 7.3472222),"140291",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"0","0","0","0","0","2","0","840",
"216935",PHI-2016-1-217-13,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""PNA (Philippines News Agency),2016-02-10,Rebel killed, 2 others hurt in Compostela Valley clash""",PNA (Philippines News Agency),2/10/16,"Rebel killed, 2 others hurt in Compostela Valley clash",military,"2",Tagdangua village,"Sitio Post 4, Barangay Tagdangua, Pantukan, Compostela valley",Compostela Valley province,Pantukan municipality,Davao de Oro,Mindanao,7.2043,125.8841,POINT (125.8841 7.2043),"140292",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"0","1","0","0","1","1","1","840",
"216958",PHI-2016-1-217-17,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""PNA (Philippines News Agency),2016-02-25,Rebel leader killed in botched attack against troops in Bukidnon""",PNA (Philippines News Agency),2/25/16,Rebel leader killed in botched attack against troops in Bukidnon,military,"2",Kalagangan village,"forested area of Barangay Kalangangan,  San Fernando town, Bukidnon",Bukidnon province,San Fernando municipality,Bukidnon,Mindanao,7.6675,125.376666,POINT (125.3766667 7.6675),"141011",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"0","1","0","0","1","1","1","840",
"216997",PHI-2016-1-217-18,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""PNA (Philippines News Agency),2016-03-05,Rebel killed, militiaman wounded in Compostela Valley clash""",PNA (Philippines News Agency),3/5/16,"Rebel killed, militiaman wounded in Compostela Valley clash",military,"2",Datu Ampunan village,"Sitio Agsam, Barangay Ampunan, Laak town, Compostela",Compostela Valley province,Laak municipality,Davao de Oro,Mindanao,7.938055,125.766944,POINT (125.7669444 7.9380556),"141012",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"0","1","0","0","1","1","1","840",
"217005",PHI-2016-1-217-21,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""Xinhua News Agency,2016-03-17,Leftist rebel leader nabbed, another killed in S. Philippine clash""",Xinhua News Agency,3/17/16,"Leftist rebel leader nabbed, another killed in S. Philippine clash",military,"2",Buri village,"Buri village, Matanao town, Davao del Sur",Davao del Sur province,Matanao municipality,Davao del Sur,Mindanao,6.675555,125.189166,POINT (125.1891667 6.6755556),"139571",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"0","1","0","0","1","1","1","840",
"217020",PHI-2016-1-217-24,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"2","""PNA (Philippines News Agency),2016-03-28,Rebel killed in Agusan Del Norte clash"";""PNA (Philippines News Agency),2016-03-29,Military claims victory over insurgents""","PNA (Philippines News Agency);PNA (Philippines News Agency)","2016-03-28;2016-03-29","Rebel killed in Agusan Del Norte clash;Military claims victory over insurgents",military,"2",Bangonay village,"Barangay Bangonay, Jabonga town, Agusan Del Norte",Agusan del Norte province,Jabonga municipality,Agusan del Norte,Mindanao,9.31444,125.55389,POINT (125.55389 9.31444),"143172",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"0","1","0","0","1","3","1","840",
"226177",PHI-2016-1-217-26,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""BBC Monitoring Asia Pacific,2016-04-02,Philippines: Two soldiers killed in armed wing of communist party's attack""",BBC Monitoring Asia Pacific,4/2/16,Philippines: Two soldiers killed in armed wing of communist party's attack,spokesman for the Army's 403rd Infantry Brigade,"1",Casisang town,"Upper Lubuna, Barangay Casisang in Malaybalay City, Bukidnon",Bukidnon province,Malaybalay City municipality,Bukidnon,Mindanao,8.13806,125.125,POINT (125.125 8.13806),"141731",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"2","0","0","0","2","2","2","840",
"226181",PHI-2016-1-217-27,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""PNA (Philippines News Agency),2016-04-03,Rebel killed, high-powered weapons seized in Compostela Valley clash""",PNA (Philippines News Agency),4/3/16,"Rebel killed, high-powered weapons seized in Compostela Valley clash",Army,"2",Mainit village,"Sitio Inupuan, Barangay Mainit, Nabunturan, Compostela Valley",Compostela Valley province,Nabunturan municipality,Davao de Oro,Mindanao,7.515277,126.017777,POINT (126.0177778 7.5152778),"141013",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"0","1","0","0","1","1","1","840",
"226183",PHI-2016-1-217-28,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""BBC Monitoring Asia Pacific,2016-04-07,Suspected rebel group execute militiaman in Philippines province - paper""",BBC Monitoring Asia Pacific,4/7/16,Suspected rebel group execute militiaman in Philippines province - paper,Police,"2",Matanao municipality,"Sitio Pintuan in Barangay Asinan, Matanao, Davao del Sur",Davao del Sur province,Matanao municipality,Davao del Sur,Mindanao,6.708055,125.214444,POINT (125.2144444 6.7080556),"139571",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"1","0","0","0","1","1","1","840",
"226235",PHI-2016-1-217-30,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""PNA (Philippines News Agency),2016-04-26,Soldier killed, another wounded in separate clashes with NPAs in ComVal, Davao City""",PNA (Philippines News Agency),4/26/16,"Soldier killed, another wounded in separate clashes with NPAs in ComVal, Davao City",Military,"2",Toril district,"Sitio Colorado, Barangay Sibulan, Toril District, Davao City",Davao del Sur province,Davao City municipality,Davao del Sur,Mindanao,6.976944,125.458611,POINT (125.458611 6.976944),"139571",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"1","0","0","0","1","1","1","840",
"226233",PHI-2016-1-217-29,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""PNA (Philippines News Agency),2016-04-26,1 soldier killed, 1 wounded in clash with NPA in Davao del Sur""",PNA (Philippines News Agency),4/26/16,"1 soldier killed, 1 wounded in clash with NPA in Davao del Sur",Military,"2",Astorga village,"hinterland of Sitio Tubison, Barangay Astorga, Sta. Cruz, Davao del Sur",Davao del Sur province,Santa Cruz municipality,Davao del Sur,Mindanao,6.90722,125.45583,POINT (125.45583 6.90722),"139571",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"1","0","0","0","1","1","1","840",
"226378",PHI-2016-1-217-36,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""PNA (Philippines News Agency),2016-05-23,'Sparrow' assassin kills IP rep in Bukidnon""",PNA (Philippines News Agency),5/23/16,'Sparrow' assassin kills IP rep in Bukidnon,"Police, CPP","1",Malaybalay City town,Malaybalay City town,Bukidnon province,Malaybalay City municipality,Bukidnon,Mindanao,8.160278,125.123056,POINT (125.123056 8.160278),"141731",Philippines,PHL,"840",Asia,"1","3",00:00.0,00:00.0,"1","0","0","0","1","1","1","840",
"226375",PHI-2016-1-217-35,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"2","""Xinhua News Agency,2016-05-19,4 killed in S. Philippine clashes"";""PNA (Philippines News Agency),2016-05-19,3 rebels, 1 trooper killed in series of clashes in Compostela Valley""","Xinhua News Agency;PNA (Philippines News Agency)","2016-05-19;2016-05-19","4 killed in S. Philippine clashes;3 rebels, 1 trooper killed in series of clashes in Compostela Valley",Military,"2",Pinamuno village,"Sitio Booy, Pinamuno village, San Isidro town in Davao del Norte",Davao del Norte province,San Isidro municipality,Davao del Norte,Mindanao,7.859722,125.72,POINT (125.72 7.8597222),"141012",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"1","3","0","0","4","4","4","840",
"226381",PHI-2016-1-217-37,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""PNA (Philippines News Agency),2016-05-25,100 people evacuate as fighting rages in Misamis Oriental""",PNA (Philippines News Agency),5/25/16,100 people evacuate as fighting rages in Misamis Oriental,Local government,"2",Bunal village,"hinterland village of Bunal in Salay , Misamis Oriental",Misamis Oriental province,Salay municipality,Misamis Oriental,Mindanao,8.837777,124.865277,POINT (124.8652778 8.8377778),"142450",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"2","1","0","0","3","3","3","840",
"226628",PHI-2016-1-217-41,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""PNA (Philippines News Agency),2016-06-17,2 NPA rebels killed in South Cotabato clash""",PNA (Philippines News Agency),6/17/16,2 NPA rebels killed in South Cotabato clash,Military,"2",Ned village,"Sitio Lampinik in Barangay Ned, Lake Sebu town in South Cotabato",South Cotabato province,Lake Sebu municipality,South Cotabato,Mindanao,6.274444,124.459166,POINT (124.4591667 6.2744444),"138849",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"0","2","0","0","2","2","2","840",
"226650",PHI-2016-1-217-42,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""PNA (Philippines News Agency),2016-06-23,Militiaman killed, another wounded in Davao City ambush""",PNA (Philippines News Agency),6/23/16,"Militiaman killed, another wounded in Davao City ambush",Military,"2",Paradise Embak village,"Purok 7 Cristory, Paradise Embac, Paquibato District, Davao city",Davao del Sur province,Davao City municipality,Davao del Sur,Mindanao,7.328697,125.493461,POINT (125.49346160889 7.3286978950237),"140291",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"1","0","0","0","1","1","1","840",
"226691",PHI-2016-1-217-45,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"2","""PNA (Philippines News Agency),2016-07-02,2 rebels killed in Cotabato clash"";""PNA (Philippines News Agency),2016-07-02,Army presses offensive against NPAs in North Cotabato following clash that kills 2 rebels""","PNA (Philippines News Agency);PNA (Philippines News Agency)","2016-07-02;2016-07-02","2 rebels killed in Cotabato clash;Army presses offensive against NPAs in North Cotabato following clash that kills 2 rebels",Military,"2",Baliti village,"Sitio Lucuakon, Barangay Balite, Magpet town, Cotabato",Cotabato province,Magpet municipality,Cotabato,Mindanao,7.203333,125.150833,POINT (125.1508333 7.2033333),"140291",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"0","2","0","0","2","2","2","840",
"226706",PHI-2016-1-217-46,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""PNA (Philippines News Agency),2016-07-06,2 NPA rebels die in Zamboanga del Sur clash""",PNA (Philippines News Agency),7/6/16,2 NPA rebels die in Zamboanga del Sur clash,Military,"2",Supon village,"Purok 7, Barangay Supon, Bayog, Zamboanga del Sur",Zamboanga del Sur province,Bayog municipality,Zamboanga del Sur,Mindanao,7.873055,123.065555,POINT (123.0655556 7.8730556),"141007",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"1","2","0","0","3","3","3","840",
"226835",PHI-2016-1-217-49,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""PNA (Philippines News Agency),2016-07-27,Security sector takes defensive posture in Davao Region in compliance to ceasefire""",PNA (Philippines News Agency),7/27/16,Security sector takes defensive posture in Davao Region in compliance to ceasefire,Military,"3",New Bataan municipality,"New Bataan, Compostela Valley",Compostela Valley province,New Bataan municipality,Davao de Oro,Mindanao,7.52818,126.1728,POINT (126.1728 7.52818),"141013",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"2","2","0","0","4","4","4","840",
"226833",PHI-2016-1-217-48,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""PNA (Philippines News Agency),2016-07-27,Militiaman killed, 4 others wounded in NPA attack in Davao Del Norte""",PNA (Philippines News Agency),7/27/16,"Militiaman killed, 4 others wounded in NPA attack in Davao Del Norte",Military,"2",Gupitan village,"Sitio Kamunoan, Barangay Gupitan, Kapalong, Davao Del Norte",Davao del Norte province,Kapalong municipality,Davao del Norte,Mindanao,7.883616,125.534023,POINT (125.53402328491 7.883616448946),"141012",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"1","0","0","0","1","1","1","840",
"228888",PHI-2016-1-217-51,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""PNA (Philippines News Agency),2016-08-01,Rebel killed in Surigao Del Norte in first clash with gov't troops since lifting of ceasefire""",PNA (Philippines News Agency),8/1/16,Rebel killed in Surigao Del Norte in first clash with gov't troops since lifting of ceasefire,Military,"1",Malimono town,"a hill near the Malimono City Hall, Surigao del Norte",Surigao del Norte province,Malimono municipality,Surigao del Norte,Mindanao,9.61806,125.40222,POINT (125.40222 9.61806),"143891",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"0","1","0","0","1","1","1","840",
"228894",PHI-2016-1-217-52,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""PNA (Philippines News Agency),2016-08-03,Militiaman killed in series of NPA attacks in Cotabato""",PNA (Philippines News Agency),8/3/16,Militiaman killed in series of NPA attacks in Cotabato,Military,"2",Birada village,"Crossing Birada, Kidapawan City, Cotabato",Cotabato province,Kidapawan City municipality,Cotabato,Mindanao,7.03,125.13083,POINT (125.13083 7.03),"140291",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"1","0","0","0","1","1","1","840",
"228921",PHI-2016-1-217-55,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""PNA (Philippines News Agency),2016-08-07,President Duterte invokes Geneva Convention; warns NPA on use of landmines """,PNA (Philippines News Agency),8/7/16,"President Duterte invokes Geneva Convention; warns NPA on use of landmines",POlice,"2",Parasonan village,"Parasanon, Maragusan, Compostela Valley",Compostela Valley province,Maragusan municipality,Davao de Oro,Mindanao,7.350833,126.086944,POINT (126.0869444 7.3508333),"140293",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"1","0","0","0","1","1","1","840",
"228914",PHI-2016-1-217-53,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"2","""PNA (Philippines News Agency),2016-08-05,6 killed, 12 wounded in fresh armed encounter between Army, NPA"";""PNA (Philippines News Agency),2016-08-07,President Duterte invokes Geneva Convention; warns NPA on use of landmines ""","PNA (Philippines News Agency);PNA (Philippines News Agency)","2016-08-05;2016-08-07","6 killed, 12 wounded in fresh armed encounter between Army, NPA;President Duterte invokes Geneva Convention; warns NPA on use of landmines",Police,"2",Rizal village,"Km. 56, Barangay Rizal in Monkayo town, Compostela Valley province",Compostela Valley province,Monkayo municipality,Davao de Oro,Mindanao,7.888333,126.115555,POINT (126.1155556 7.8883333),"141013",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"3","2","0","0","5","6","5","840",
"228920",PHI-2016-1-217-54,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""PNA (Philippines News Agency),2016-08-06,(Update) Trooper killed, undetermined number of NPAs wounded in Bukidnon clash""",PNA (Philippines News Agency),8/6/16,"(Update) Trooper killed, undetermined number of NPAs wounded in Bukidnon clash",Military,"2",Lilingayon village,"Sitio Kambangon, Barangay Lilingayon, Valencia City, Bukidnon",Bukidnon province,Valencia City municipality,Bukidnon,Mindanao,7.97955,124.873222,POINT (124.87322235107 7.979550086098),"141010",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"1","0","0","0","1","1","1","840",
"228975",PHI-2016-1-217-56,"2016",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""PNA (Philippines News Agency),2016-08-21,4 rebels killed, high-powered arms seized in Agusan Del Sur clash""",PNA (Philippines News Agency),8/21/16,"4 rebels killed, high-powered arms seized in Agusan Del Sur clash",Military,"2",San Pedro village,"Sitio Kihingay, Barangay San Pedro, San Luis town, Agusan Del Sur",Agusan del Sur province,San Luis municipality,Agusan del Sur,Mindanao,8.459722,125.689722,POINT (125.6897222 8.4597222),"141732",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"0","4","0","0","4","4","4","840",
"238046",PHI-2017-1-411-2,"2017",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"3","""PNA (Philippines News Agency),2017-01-22,Bandit killed in North Cotabato clash"";""PNA (Philippines News Agency),2017-01-23,Seized rifles in N. Cotabato clash from NPA -- 10th ID"";""PNA (Philippines News Agency),2017-01-23,NPA rebels ambush soldiers in North Cotabato amid Rome peace talks""","PNA (Philippines News Agency);PNA (Philippines News Agency);PNA (Philippines News Agency)","2017-01-22;2017-01-23;2017-01-23","Bandit killed in North Cotabato clash;Seized rifles in N. Cotabato clash from NPA -- 10th ID;NPA rebels ambush soldiers in North Cotabato amid Rome peace talks","Infantry spokesman, CPP","2",Biangan village,"Barangay Biangan, Makilala, North Cotabato",Cotabato province,Makilala municipality,Cotabato,Mindanao,6.934988,125.199111,POINT (125.19911193848 6.9349880893769),"139571",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"0","1","0","0","1","9","1","840",
"238061",PHI-2017-1-411-4,"2017",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"1","""PNA (Philippines News Agency),2017-01-30,Trooper killed, 3 others hurt in NPA 'harassment attack' in Surigao City""",PNA (Philippines News Agency),1/30/17,"Trooper killed, 3 others hurt in NPA 'harassment attack' in Surigao City",Military,"2",Mati village,"Barangay Mati, Surigao City",Surigao del Norte province,Surigao City municipality,Surigao del Norte,Mindanao,9.713611,125.463611,POINT (125.4636111 9.7136111),"143891",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"1","0","0","0","1","1","1","840",
"238150",PHI-2017-1-411-8,"2017",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"2","""PNA (Philippines News Agency),2017-02-02,3 soldiers killed by suspected NPAs in Bukidnon"";""PNA (Philippines News Agency),2017-02-02,NPAs kill 3 gov't troopers in Bukidnon""","PNA (Philippines News Agency);PNA (Philippines News Agency)","2017-02-02;2017-02-02","3 soldiers killed by suspected NPAs in Bukidnon;NPAs kill 3 gov't troopers in Bukidnon","Military, NPA spokesperson","2",Kibalabag village,"Sitio Kaleb, Brgy Kibalabag, Malaybalay City, Bukidnon",Bukidnon province,Malaybalay City municipality,Bukidnon,Mindanao,8.227222,125.163611,POINT (125.1636111 8.2272222),"141731",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"3","0","0","0","3","3","3","840",
